name,name_id,specs,time,to,symop,err,file,line,loc,top,signature,weight,proof_coverage,rank,in_calls,out_calls,proof_trace,cyclomatic
"R$dimen.<init>()","com.liangfeizc.databinding.R$dimen.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1633,6867,N,"void R$dimen.<init>()(class com.liangfeizc.databinding.R$dimen *this)",5,0.80,0.30,0,1,1633,1
"R$drawable.<init>()","com.liangfeizc.databinding.R$drawable.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1718,6867,N,"void R$drawable.<init>()(class com.liangfeizc.databinding.R$drawable *this)",5,0.80,0.30,0,1,1718,1
"R$id.<init>()","com.liangfeizc.databinding.R$id.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1791,6867,N,"void R$id.<init>()(class com.liangfeizc.databinding.R$id *this)",5,0.80,0.30,0,1,1791,1
"R$integer.<init>()","com.liangfeizc.databinding.R$integer.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1895,6867,N,"void R$integer.<init>()(class com.liangfeizc.databinding.R$integer *this)",5,0.80,0.30,0,1,1895,1
"R$layout.<init>()","com.liangfeizc.databinding.R$layout.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1902,6867,N,"void R$layout.<init>()(class com.liangfeizc.databinding.R$layout *this)",5,0.80,0.30,0,1,1902,1
"R$menu.<init>()","com.liangfeizc.databinding.R$menu.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1958,6867,N,"void R$menu.<init>()(class com.liangfeizc.databinding.R$menu *this)",5,0.80,0.30,0,1,1958,1
"R$mipmap.<init>()","com.liangfeizc.databinding.R$mipmap.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1965,6867,N,"void R$mipmap.<init>()(class com.liangfeizc.databinding.R$mipmap *this)",5,0.80,0.30,0,1,1965,1
"R$plurals.<init>()","com.liangfeizc.databinding.R$plurals.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1968,6867,N,"void R$plurals.<init>()(class com.liangfeizc.databinding.R$plurals *this)",5,0.80,0.30,0,1,1968,1
"R$string.<init>()","com.liangfeizc.databinding.R$string.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,1972,6867,N,"void R$string.<init>()(class com.liangfeizc.databinding.R$string *this)",5,0.80,0.30,0,1,1972,1
"R$style.<init>()","com.liangfeizc.databinding.R$style.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,2021,6867,N,"void R$style.<init>()(class com.liangfeizc.databinding.R$style *this)",5,0.80,0.30,0,1,2021,1
"void R$styleable.<clinit>()","com.liangfeizc.databinding.R$styleable.<clinit>():void",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,2399,6867,N,"class java.lang.Object *void R$styleable.<clinit>()(class java.lang.String *field)",381,0.00,0.00,0,0,,1
"R$styleable.<init>()","com.liangfeizc.databinding.R$styleable.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,2336,6867,N,"void R$styleable.<init>()(class com.liangfeizc.databinding.R$styleable *this)",5,0.80,0.30,0,1,2336,1
"R.<init>()","com.liangfeizc.databinding.R.<init>()",1,0,  ,18,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/generated/source/r/debug/com/liangfeizc/databinding/R.java,10,6867,N,"void R.<init>()(class com.liangfeizc.databinding.R *this)",5,0.80,0.30,0,1,10 2336,1
"BaseActivity.<init>()","com.liangfeizc.databinding.core.BaseActivity.<init>()",1,0,  ,16,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/src/main/java/com/liangfeizc/databinding/core/BaseActivity.java,11,34,N,"void BaseActivity.<init>()(class com.liangfeizc.databinding.core.BaseActivity *this)",5,0.80,0.30,0,1,11,1
"com.liangfeizc.databinding.core.BaseActivity.InferGeneratedHarness()","com.liangfeizc.databinding.core.BaseActivity.InferGeneratedHarness()",1,0,  ,54,0,/Users/rufi/github/liangfei/AndroidDataBinding/infer-out/sources/com.liangfeizc.databinding.core.BaseActivity_InferGeneratedHarness.java,9,0,N,"void com.liangfeizc.databinding.core.BaseActivity.InferGeneratedHarness()()",3,1.00,0.60,0,3,1 2 3 4 5 6 7 8 9,1
"void BaseActivity.onCreate(Bundle)","com.liangfeizc.databinding.core.BaseActivity.onCreate(android.os.Bundle):void",1,0,  ,82,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/src/main/java/com/liangfeizc/databinding/core/BaseActivity.java,14,34,N,"void void BaseActivity.onCreate(Bundle)(class com.liangfeizc.databinding.core.BaseActivity *this, class android.os.Bundle *savedInstanceState)",12,0.83,0.85,0,6,14 16 17 18 19 20 21 23,2
"boolean BaseActivity.onOptionsItemSelected(MenuItem)","com.liangfeizc.databinding.core.BaseActivity.onOptionsItemSelected(android.view.MenuItem):boolean",2,0,  ,115,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/src/main/java/com/liangfeizc/databinding/core/BaseActivity.java,26,34,N,"_Bool boolean BaseActivity.onOptionsItemSelected(MenuItem)(class com.liangfeizc.databinding.core.BaseActivity *this, class android.view.MenuItem *item)",9,0.89,0.60,0,3,26 27 29 32,2
"void ActivityAttributeSettersBinding.<clinit>()","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.<clinit>():void",1,0,  ,66,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,10,164,N,"class java.lang.Object *void ActivityAttributeSettersBinding.<clinit>()(class java.lang.String *field)",6,0.83,0.00,0,0,10 11 12,1
"ActivityAttributeSettersBinding.<init>(DataBindingComponent,View)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.<init>(android.databinding.Da505C",0,0,  ,373,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,23,164,N,"void ActivityAttributeSettersBinding.<init>(DataBindingComponent,View)(class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *root)",17,0.00,1.04,4,6,,1
"ActivityAttributeSettersBinding ActivityAttributeSettersBinding.bind(View)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.bind(android.view.View):com.l3E33",1,0,  ,170,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,150,164,N,"class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *ActivityAttributeSettersBinding ActivityAttributeSettersBinding.bind(View)(class android.view.View *view)",6,0.83,1.23,0,16,150,1
"ActivityAttributeSettersBinding ActivityAttributeSettersBinding.bind(View,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.bind(android.view.View,androi0BF6",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,152,164,N,"class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *ActivityAttributeSettersBinding ActivityAttributeSettersBinding.bind(View,DataBindingComponent)(class android.view.View *view, class android.databinding.DataBindingComponent *bindingComponent)",16,0.00,1.26,3,14,,2
"void ActivityAttributeSettersBinding.executeBindings()","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.executeBindings():void",0,0,TO,334,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,95,164,N,"void void ActivityAttributeSettersBinding.executeBindings()(class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *this)",48,0.00,1.15,0,13,,12
"AttributeSettersActivity ActivityAttributeSettersBinding.getActivity()","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.getActivity():com.liangfeizc.6054",1,0,  ,96,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,83,164,N,"class com.liangfeizc.databinding.sample.attributesetters.AttributeSettersActivity *AttributeSettersActivity ActivityAttributeSettersBinding.getActivity()(class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *this)",4,0.75,0.00,0,0,83 84,1
"String ActivityAttributeSettersBinding.getImageUrl()","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.getImageUrl():java.lang.StrinC8A4",1,0,  ,96,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,73,164,N,"class java.lang.String *String ActivityAttributeSettersBinding.getImageUrl()(class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *this)",4,0.75,0.00,0,0,73 74,1
"boolean ActivityAttributeSettersBinding.hasPendingBindings()","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.hasPendingBindings():boolean",2,0,  ,261,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,45,164,N,"_Bool boolean ActivityAttributeSettersBinding.hasPendingBindings()(class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *this)",19,0.37,0.00,0,0,45 46 47 48 51,2
"ActivityAttributeSettersBinding ActivityAttributeSettersBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.inflate(android.view.LayoutIn0D6C",1,0,  ,146,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,141,164,N,"class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *ActivityAttributeSettersBinding ActivityAttributeSettersBinding.inflate(LayoutInflater,ViewGroup,boolean,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot, class android.databinding.DataBindingComponent *bindingComponent)",5,0.80,0.48,1,1,141,1
"ActivityAttributeSettersBinding ActivityAttributeSettersBinding.inflate(LayoutInflater)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.inflate(android.view.LayoutIn3A62",1,0,  ,172,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,144,164,N,"class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *ActivityAttributeSettersBinding ActivityAttributeSettersBinding.inflate(LayoutInflater)(class android.view.LayoutInflater *inflater)",6,0.83,1.28,0,18,144,1
"ActivityAttributeSettersBinding ActivityAttributeSettersBinding.inflate(LayoutInflater,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.inflate(android.view.LayoutIn7FC5",1,0,  ,176,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,147,164,N,"class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *ActivityAttributeSettersBinding ActivityAttributeSettersBinding.inflate(LayoutInflater,DataBindingComponent)(class android.view.LayoutInflater *inflater, class android.databinding.DataBindingComponent *bindingComponent)",6,0.83,1.26,1,16,147,1
"ActivityAttributeSettersBinding ActivityAttributeSettersBinding.inflate(LayoutInflater,ViewGroup,boolean)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.inflate(android.view.LayoutInDE52",1,0,  ,180,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,138,164,N,"class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *ActivityAttributeSettersBinding ActivityAttributeSettersBinding.inflate(LayoutInflater,ViewGroup,boolean)(class android.view.LayoutInflater *inflater, class android.view.ViewGroup *root, _Bool attachToRoot)",6,0.83,0.60,0,3,138,1
"void ActivityAttributeSettersBinding.invalidateAll()","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.invalidateAll():void",1,0,  ,168,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,37,164,N,"void void ActivityAttributeSettersBinding.invalidateAll()(class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *this)",15,0.40,0.85,5,1,37 38 39 41 42,1
"boolean ActivityAttributeSettersBinding.onFieldChange(int,Object,int)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.onFieldChange(int,java.lang.O1A3B",1,0,  ,70,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,88,164,N,"_Bool boolean ActivityAttributeSettersBinding.onFieldChange(int,Object,int)(class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *this, int localFieldId, class java.lang.Object *object, int fieldId)",4,0.75,0.00,0,0,88 91,1
"void ActivityAttributeSettersBinding.setActivity(AttributeSettersActivity)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.setActivity(com.liangfeizc.da5FE3",1,0,  ,206,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,76,164,N,"void void ActivityAttributeSettersBinding.setActivity(AttributeSettersActivity)(class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *this, class com.liangfeizc.databinding.sample.attributesetters.AttributeSettersActivity *activity)",16,0.44,0.70,3,1,76 77 78 79 81 82,1
"void ActivityAttributeSettersBinding.setImageUrl(String)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.setImageUrl(java.lang.String)2E71",1,0,  ,206,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,66,164,N,"void void ActivityAttributeSettersBinding.setImageUrl(String)(class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *this, class java.lang.String *imageUrl)",16,0.44,0.78,4,1,66 67 68 69 71 72,1
"boolean ActivityAttributeSettersBinding.setVariable(int,Object)","com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding.setVariable(int,java.lang.ObjE766",3,0,  ,436,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityAttributeSettersBinding.java,54,164,N,"_Bool boolean ActivityAttributeSettersBinding.setVariable(int,Object)(class com.liangfeizc.databinding.databinding.ActivityAttributeSettersBinding *this, int variableId, class java.lang.Object *variable)",12,0.92,0.60,0,3,54 55 57 58 60 61 63,3
"void ActivityBasicBinding.<clinit>()","com.liangfeizc.databinding.databinding.ActivityBasicBinding.<clinit>():void",1,0,  ,14,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityBasicBinding.java,10,196,N,"class java.lang.Object *void ActivityBasicBinding.<clinit>()(class java.lang.String *field)",6,0.83,0.00,0,0,10 11 12,1
"ActivityBasicBinding.<init>(DataBindingComponent,View)","com.liangfeizc.databinding.databinding.ActivityBasicBinding.<init>(android.databinding.DataBindingCoD935",0,0,  ,149,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityBasicBinding.java,25,196,N,"void ActivityBasicBinding.<init>(DataBindingComponent,View)(class com.liangfeizc.databinding.databinding.ActivityBasicBinding *this, class android.databinding.DataBindingComponent *bindingComponent, class android.view.View *root)",23,0.00,1.04,4,6,,1
"ActivityBasicBinding ActivityBasicBinding.bind(View)","com.liangfeizc.databinding.databinding.ActivityBasicBinding.bind(android.view.View):com.liangfeizc.d55EC",1,0,  ,46,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityBasicBinding.java,179,196,N,"class com.liangfeizc.databinding.databinding.ActivityBasicBinding *ActivityBasicBinding ActivityBasicBinding.bind(View)(class android.view.View *view)",6,0.83,1.23,0,16,179,1
"ActivityBasicBinding ActivityBasicBinding.bind(View,DataBindingComponent)","com.liangfeizc.databinding.databinding.ActivityBasicBinding.bind(android.view.View,android.databindiC0DC",2,0,  ,151,0,/Users/rufi/github/liangfei/AndroidDataBinding/app/build/intermediates/classes/debug/com/liangfeizc/databinding/databinding/ActivityBasicBinding.java,181,196,N,"class com.liangfeizc.databinding.databinding.ActivityBasicBinding *ActivityBasicBinding ActivityBasicBinding.bind(View,DataBindingComponent)(class android.view.View *view, class android.databinding.DataBindingComponent *bindingComponent)",16,0.44,1.26,3,14,181 182 185,2
